# CMAP = /home/josie/irysSolveResults/fa2cmap/chilense_pilon_corrected_assembly.ArcsGraph.scaffolds_BSSSI_0kb_0labels.cmap
# filter: Minimum Labels = 0
# filter: Minimum Size (kb) = 0
CompntId	CompntName	CompntLength
1510	scaffold1510,197293,f620Z159480k14a0.07m10_f1976z37813	197303
1511	scaffold1511,159038,f1254Z159038	159038
1512	scaffold1512,158907,f626Z158907	158907
1513	scaffold1513,158858,f1440Z158858	158858
1514	scaffold1514,158656,f968Z158656	158656
1515	scaffold1515,222813,f630Z158371k12a0.16m10_r1648z64442	222823
1516	scaffold1516,158289,f1336Z158289	158289
1517	scaffold1517,158140,f634Z158140	158140
1518	scaffold1518,158017,f793Z158017	158017
1519	scaffold1519,157894,f1246Z157894	157894
1520	scaffold1520,157851,f636Z157851	157851
1521	scaffold1521,157314,f640Z157314	157314
1522	scaffold1522,157197,f641Z157197	157197
1523	scaffold1523,157045,f642Z157045	157045
1524	scaffold1524,156743,f643Z156743	156743
1525	scaffold1525,156667,f645Z156667	156667
1526	scaffold1526,155566,f1786Z155566	155566
1527	scaffold1527,155355,f648Z155355	155355
1528	scaffold1528,155321,f649Z155321	155321
1529	scaffold1529,155137,f653Z155137	155137
1530	scaffold1530,155086,f654Z155086	155086
1531	scaffold1531,154719,f657Z154719	154719
1532	scaffold1532,154563,f1000Z154563	154563
1533	scaffold1533,154117,f662Z154117	154117
1534	scaffold1534,153936,f1156Z153936	153936
1535	scaffold1535,153863,f792Z153863	153863
1536	scaffold1536,153831,f665Z153831	153831
1537	scaffold1537,153652,f1652Z153652	153652
1538	scaffold1538,153420,f667Z153420	153420
1539	scaffold1539,241711,f784Z153328k8a0.25m10_f1377z88383	241721
1540	scaffold1540,299371,f670Z153142k8a0.25m10_r731z146229	299381
1541	scaffold1541,182063,r2071z29374k7a0.28m10_f675Z152689	182073
1542	scaffold1542,422303,f1529z136884k10a0.2m10_f676Z152561k15a0.13m10_f855z132858	422323
1543	scaffold1543,152477,f678Z152477	152477
1544	scaffold1544,152362,f679Z152362	152362
1545	scaffold1545,152291,f680Z152291	152291
1546	scaffold1546,152044,f681Z152044	152044
1547	scaffold1547,151955,f683Z151955	151955
1548	scaffold1548,151931,f1558Z151931	151931
1549	scaffold1549,151917,f1527Z151917	151917
1550	scaffold1550,151762,f685Z151762	151762
1551	scaffold1551,151574,f1477Z151574	151574
1552	scaffold1552,151206,f688Z151206	151206
1553	scaffold1553,150606,f695Z150606	150606
1554	scaffold1554,150301,f694Z150301	150301
1555	scaffold1555,253684,f698Z150181k20a0.1m10_r1230z103503	253694
1556	scaffold1556,150069,f1366Z150069	150069
1557	scaffold1557,149984,f699Z149984	149984
1558	scaffold1558,149911,f1153Z149911	149911
1559	scaffold1559,149798,f702Z149798	149798
1560	scaffold1560,149732,f700Z149732	149732
1561	scaffold1561,149546,f1238Z149546	149546
1562	scaffold1562,149181,f707Z149181	149181
1563	scaffold1563,148981,f1521Z148981	148981
1564	scaffold1564,230619,f1447z81743k21a0.09m10_f1219Z148876	230629
1565	scaffold1565,148603,f708Z148603	148603
1566	scaffold1566,148473,f1805Z148473	148473
1567	scaffold1567,148259,f713Z148259	148259
1568	scaffold1568,148193,f1568Z148193	148193
1569	scaffold1569,148172,f1437Z148172	148172
1570	scaffold1570,148009,f716Z148009	148009
1571	scaffold1571,148003,f717Z148003	148003
1572	scaffold1572,147592,f718Z147592	147592
1573	scaffold1573,205899,f719Z147550k7a0.14m10_f1723z58349	205909
1574	scaffold1574,147459,f720Z147459	147459
1575	scaffold1575,147433,f1176Z147433	147433
1576	scaffold1576,147421,f721Z147421	147421
1577	scaffold1577,147115,f722Z147115	147115
1578	scaffold1578,146856,f724Z146856	146856
1579	scaffold1579,146826,f1240Z146826	146826
1580	scaffold1580,146808,f725Z146808	146808
1581	scaffold1581,146419,f727Z146419	146419
1582	scaffold1582,146256,f729Z146256	146256
1583	scaffold1583,145763,f1226Z145763	145763
1584	scaffold1584,145452,f735Z145452	145452
1585	scaffold1585,145035,f738Z145035	145035
1586	scaffold1586,144801,f740Z144801	144801
1587	scaffold1587,265640,f955z121435k7a0.14m10_f746Z144205	265650
1588	scaffold1588,144116,f744Z144116	144116
1589	scaffold1589,144084,f747Z144084	144084
1590	scaffold1590,143815,f1469Z143815	143815
1591	scaffold1591,143615,f750Z143615	143615
1592	scaffold1592,143602,f1528Z143602	143602
1593	scaffold1593,142887,f742Z142887	142887
1594	scaffold1594,142778,f1349Z142778	142778
1595	scaffold1595,142696,f756Z142696	142696
1596	scaffold1596,142690,f755Z142690	142690
1597	scaffold1597,142482,f758Z142482	142482
1598	scaffold1598,142387,f760Z142387	142387
1599	scaffold1599,142299,f759Z142299	142299
1600	scaffold1600,141985,f763Z141985	141985
1601	scaffold1601,141753,f1356Z141753	141753
1602	scaffold1602,141455,f767Z141455	141455
1603	scaffold1603,141401,f768Z141401	141401
1604	scaffold1604,141339,f769Z141339	141339
1605	scaffold1605,141271,f770Z141271	141271
1606	scaffold1606,141212,f1598Z141212	141212
1607	scaffold1607,180747,f771Z141107k14a0.07m10_r1952z39640	180757
1608	scaffold1608,140816,f774Z140816	140816
1609	scaffold1609,228690,f1160Z140610k7a0.14m10_r1380z88080	228700
1610	scaffold1610,241632,f1252z101159k8a0.25m10_f938Z140473	241642
1611	scaffold1611,140137,f779Z140137	140137
1612	scaffold1612,140120,f777Z140120	140120
1613	scaffold1613,139537,f783Z139537	139537
1614	scaffold1614,139462,f907Z139462	139462
1615	scaffold1615,183318,f1893z43920k5a0.2m10_f787Z139398	183328
1616	scaffold1616,139201,f788Z139201	139201
1617	scaffold1617,138938,f1575Z138938	138938
1618	scaffold1618,138854,f794Z138854	138854
1619	scaffold1619,138730,f1459Z138730	138730
1620	scaffold1620,138684,f1139Z138684	138684
1621	scaffold1621,138583,f796Z138583	138583
1622	scaffold1622,138517,f798Z138517	138517
1623	scaffold1623,138470,f1161Z138470	138470
1624	scaffold1624,257613,f976z119150k9a0.11m10_f800Z138463	257623
1625	scaffold1625,138362,f801Z138362	138362
1626	scaffold1626,138002,f802Z138002	138002
1627	scaffold1627,137882,f803Z137882	137882
1628	scaffold1628,137675,f804Z137675	137675
1629	scaffold1629,137458,f805Z137458	137458
1630	scaffold1630,200820,f1661z63399k20a0.05m10_f806Z137421	200830
1631	scaffold1631,137136,f807Z137136	137136
1632	scaffold1632,214794,f809Z137097k16a0.12m10_r1499z77697	214804
1633	scaffold1633,137078,f914Z137078	137078
1634	scaffold1634,136685,f814Z136685	136685
1635	scaffold1635,136635,f815Z136635	136635
1636	scaffold1636,136544,f816Z136544	136544
1637	scaffold1637,136532,f980Z136532	136532
1638	scaffold1638,136462,f817Z136462	136462
1639	scaffold1639,136416,f819Z136416	136416
1640	scaffold1640,135946,f822Z135946	135946
1641	scaffold1641,135917,f821Z135917	135917
1642	scaffold1642,135537,f826Z135537	135537
1643	scaffold1643,135532,f1489Z135532	135532
1644	scaffold1644,267200,f827Z135457k6a0.16m10_f1165z131743	267210
1645	scaffold1645,135187,f831Z135187	135187
1646	scaffold1646,134823,f834Z134823	134823
1647	scaffold1647,134819,f833Z134819	134819
1648	scaffold1648,134540,f837Z134540	134540
1649	scaffold1649,199978,r1636z65450k11a0.18m10_f836Z134528	199988
1650	scaffold1650,134356,f1413Z134356	134356
1651	scaffold1651,212262,f1324Z134324k11a0.18m10_r1493z77938	212272
1652	scaffold1652,134277,f1318Z134277	134277
1653	scaffold1653,134096,f844Z134096	134096
1654	scaffold1654,255543,f952z121465k7a0.14m10_f845Z134078	255553
1655	scaffold1655,133962,f1373Z133962	133962
1656	scaffold1656,133756,f848Z133756	133756
1657	scaffold1657,211698,f850Z133660k10a0.2m10_f1705z78038	211708
1658	scaffold1658,133604,f1404Z133604	133604
1659	scaffold1659,133512,f1600Z133512	133512
1660	scaffold1660,133092,f1450Z133092	133092
1661	scaffold1661,132988,f852Z132988	132988
1662	scaffold1662,132966,f853Z132966	132966
1663	scaffold1663,132326,f1273Z132326	132326
1664	scaffold1664,132301,f854Z132301	132301
1665	scaffold1665,132055,f1452Z132055	132055
1666	scaffold1666,132029,f859Z132029	132029
1667	scaffold1667,132015,f860Z132015	132015
1668	scaffold1668,131828,f861Z131828	131828
1669	scaffold1669,131644,f1474Z131644	131644
1670	scaffold1670,131485,f864Z131485	131485
1671	scaffold1671,131224,f866Z131224	131224
1672	scaffold1672,130896,f869Z130896	130896
1673	scaffold1673,225160,f1552Z130815k30a0.03m10_f1313z94345	225170
1674	scaffold1674,130667,f1227Z130667	130667
1675	scaffold1675,130591,f1488Z130591	130591
1676	scaffold1676,130319,f872Z130319	130319
1677	scaffold1677,236084,f874Z129911k6a0.16m10_r1206z106173	236094
1678	scaffold1678,129601,f1586Z129601	129601
1679	scaffold1679,129534,f1391Z129534	129534
1680	scaffold1680,129306,f880Z129306	129306
1681	scaffold1681,128949,f882Z128949	128949
1682	scaffold1682,128882,f883Z128882	128882
1683	scaffold1683,128807,f885Z128807	128807
1684	scaffold1684,128751,f887Z128751	128751
1685	scaffold1685,128406,f888Z128406	128406
1686	scaffold1686,128268,f1610Z128268	128268
1687	scaffold1687,180044,r1810z52126k9a0.22m10_f893Z127918	180054
1688	scaffold1688,127637,f1347Z127637	127637
1689	scaffold1689,127578,f1460Z127578	127578
1690	scaffold1690,127356,f899Z127356	127356
1691	scaffold1691,127296,f900Z127296	127296
1692	scaffold1692,127127,f902Z127127	127127
1693	scaffold1693,127056,f1837Z127056	127056
1694	scaffold1694,126588,f908Z126588	126588
1695	scaffold1695,126033,f1542Z126033	126033
1696	scaffold1696,126026,f912Z126026	126026
1697	scaffold1697,125872,f1166Z125872	125872
1698	scaffold1698,125629,f915Z125629	125629
1699	scaffold1699,125512,f917Z125512	125512
1700	scaffold1700,124734,f922Z124734	124734
1701	scaffold1701,124634,f925Z124634	124634
1702	scaffold1702,124625,f926Z124625	124625
1703	scaffold1703,124577,f923Z124577	124577
1704	scaffold1704,124566,f927Z124566	124566
1705	scaffold1705,124493,f928Z124493	124493
1706	scaffold1706,124328,f931Z124328	124328
1707	scaffold1707,124288,f932Z124288	124288
1708	scaffold1708,124142,f933Z124142	124142
1709	scaffold1709,156915,f2036z32801k15a0.13m10_f934Z124114	156925
1710	scaffold1710,123582,f1192Z123582	123582
1711	scaffold1711,123092,f939Z123092	123092
1712	scaffold1712,122842,f941Z122842	122842
1713	scaffold1713,122783,f1634Z122783	122783
1714	scaffold1714,121798,f1249Z121798	121798
1715	scaffold1715,152383,f949Z121585k7a0.28m10_r2056z30798	152393
1716	scaffold1716,121569,f1456Z121569	121569
1717	scaffold1717,121484,f953Z121484	121484
1718	scaffold1718,121384,f1639Z121384	121384
1719	scaffold1719,120726,f958Z120726	120726
1720	scaffold1720,120668,f959Z120668	120668
1721	scaffold1721,119968,f964Z119968	119968
1722	scaffold1722,119874,f1507Z119874	119874
1723	scaffold1723,119869,f1394Z119869	119869
1724	scaffold1724,119823,f1543Z119823	119823
1725	scaffold1725,119736,f969Z119736	119736
1726	scaffold1726,119669,f970Z119669	119669
1727	scaffold1727,119451,f974Z119451	119451
1728	scaffold1728,119408,f1364Z119408	119408
1729	scaffold1729,119335,f975Z119335	119335
1730	scaffold1730,119008,f978Z119008	119008
1731	scaffold1731,118808,f1276Z118808	118808
1732	scaffold1732,118140,f982Z118140	118140
1733	scaffold1733,117923,f985Z117923	117923
1734	scaffold1734,117834,f1248Z117834	117834
1735	scaffold1735,117590,f989Z117590	117590
1736	scaffold1736,117583,f988Z117583	117583
1737	scaffold1737,117410,f990Z117410	117410
1738	scaffold1738,117292,f991Z117292	117292
1739	scaffold1739,116964,f995Z116964	116964
1740	scaffold1740,116456,f999Z116456	116456
1741	scaffold1741,116100,f1788Z116100	116100
1742	scaffold1742,115585,f1105Z115585	115585
1743	scaffold1743,115577,f1107Z115577	115577
1744	scaffold1744,115412,f1109Z115412	115412
1745	scaffold1745,221101,r1208z105943k16a0.12m10_f1112Z115158	221111
1746	scaffold1746,114788,f1116Z114788	114788
1747	scaffold1747,114736,f1117Z114736	114736
1748	scaffold1748,113867,f1125Z113867	113867
1749	scaffold1749,113537,f1681Z113537	113537
1750	scaffold1750,113395,f1128Z113395	113395
1751	scaffold1751,113021,f1130Z113021	113021
1752	scaffold1752,112791,f1132Z112791	112791
1753	scaffold1753,112723,f1658Z112723	112723
1754	scaffold1754,112659,f1133Z112659	112659
1755	scaffold1755,112338,f1135Z112338	112338
1756	scaffold1756,112150,f1531Z112150	112150
1757	scaffold1757,112087,f1138Z112087	112087
1758	scaffold1758,111790,f1140Z111790	111790
1759	scaffold1759,111722,f1141Z111722	111722
1760	scaffold1760,111669,f1144Z111669	111669
1761	scaffold1761,111538,f1147Z111538	111538
1762	scaffold1762,111414,f1149Z111414	111414
1763	scaffold1763,111372,f1775Z111372	111372
1764	scaffold1764,111005,f1151Z111005	111005
1765	scaffold1765,204002,f1778Z110791k14a0.14m10_r1323z93211	204012
1766	scaffold1766,110690,f1154Z110690	110690
1767	scaffold1767,110602,f1155Z110602	110602
1768	scaffold1768,110555,f1418Z110555	110555
1769	scaffold1769,110513,f1157Z110513	110513
1770	scaffold1770,110391,f1159Z110391	110391
1771	scaffold1771,110033,f1164Z110033	110033
1772	scaffold1772,109548,f1425Z109548	109548
1773	scaffold1773,109063,f1594Z109063	109063
1774	scaffold1774,108960,f1168Z108960	108960
1775	scaffold1775,108929,f1169Z108929	108929
1776	scaffold1776,108669,f1710Z108669	108669
1777	scaffold1777,108572,f1173Z108572	108572
1778	scaffold1778,108526,f1174Z108526	108526
1779	scaffold1779,181245,r1693z72730k16a0.12m10_f1171Z108515	181255
1780	scaffold1780,108313,f1177Z108313	108313
1781	scaffold1781,108146,f1632Z108146	108146
1782	scaffold1782,107986,f1179Z107986	107986
1783	scaffold1783,107774,f1181Z107774	107774
1784	scaffold1784,107710,f1182Z107710	107710
1785	scaffold1785,107663,f1184Z107663	107663
1786	scaffold1786,107595,f1185Z107595	107595
1787	scaffold1787,107577,f1630Z107577	107577
1788	scaffold1788,107554,f1548Z107554	107554
1789	scaffold1789,107411,f1186Z107411	107411
1790	scaffold1790,107296,f1190Z107296	107296
1791	scaffold1791,107296,f1189Z107296	107296
1792	scaffold1792,191497,f1188Z107237k5a0.2m10_r1423z84260	191507
1793	scaffold1793,107002,f1194Z107002	107002
1794	scaffold1794,106907,f1787Z106907	106907
1795	scaffold1795,106797,f1196Z106797	106797
1796	scaffold1796,106661,f1199Z106661	106661
1797	scaffold1797,106593,f1342Z106593	106593
1798	scaffold1798,106584,f1200Z106584	106584
1799	scaffold1799,106430,f1202Z106430	106430
1800	scaffold1800,144839,f1205Z106227k22a0.09m10_f1966z38612	144849
1801	scaffold1801,106202,f1204Z106202	106202
1802	scaffold1802,106148,f1207Z106148	106148
1803	scaffold1803,105771,f1210Z105771	105771
1804	scaffold1804,105686,f1211Z105686	105686
1805	scaffold1805,105617,f1212Z105617	105617
1806	scaffold1806,105437,f1214Z105437	105437
1807	scaffold1807,105431,f1215Z105431	105431
1808	scaffold1808,105312,f1216Z105312	105312
1809	scaffold1809,105260,f1793Z105260	105260
1810	scaffold1810,104824,f1220Z104824	104824
1811	scaffold1811,104750,f1221Z104750	104750
1812	scaffold1812,104712,f1217Z104712	104712
1813	scaffold1813,103712,f1898Z103712	103712
1814	scaffold1814,103102,f1232Z103102	103102
1815	scaffold1815,103090,f1234Z103090	103090
1816	scaffold1816,168056,r1637z65294k9a0.11m10_f1463Z102762	168066
1817	scaffold1817,102567,f1772Z102567	102567
1818	scaffold1818,101846,f1244Z101846	101846
1819	scaffold1819,100933,f1253Z100933	100933
1820	scaffold1820,100688,f1571Z100688	100688
1821	scaffold1821,100487,f1258Z100487	100487
1822	scaffold1822,100414,f1257Z100414	100414
1823	scaffold1823,100294,f1797Z100294	100294
1824	scaffold1824,100226,f1260Z100226	100226
1825	scaffold1825,100082,f1262Z100082	100082
1826	scaffold1826,99964,f1263Z99964	99964
1827	scaffold1827,99517,f1266Z99517	99517
1828	scaffold1828,99381,f1767Z99381	99381
1829	scaffold1829,98993,f1267Z98993	98993
1830	scaffold1830,98888,f1268Z98888	98888
1831	scaffold1831,98847,f1660Z98847	98847
1832	scaffold1832,98841,f1270Z98841	98841
1833	scaffold1833,98412,f1740Z98412	98412
1834	scaffold1834,98402,f1275Z98402	98402
1835	scaffold1835,98227,f1277Z98227	98227
1836	scaffold1836,98180,f1278Z98180	98180
1837	scaffold1837,186767,f1376z88633k9a0.22m10_f1279Z98134	186777
1838	scaffold1838,97934,f1283Z97934	97934
1839	scaffold1839,97503,f1285Z97503	97503
1840	scaffold1840,97442,f1286Z97442	97442
1841	scaffold1841,97145,f1288Z97145	97145
1842	scaffold1842,152485,f1291Z96581k5a0.2m10_r1757z55904	152495
1843	scaffold1843,96339,f1744Z96339	96339
1844	scaffold1844,96257,f1627Z96257	96257
1845	scaffold1845,95767,f1970Z95767	95767
1846	scaffold1846,95514,f2015Z95514	95514
1847	scaffold1847,95358,f1301Z95358	95358
1848	scaffold1848,95250,f1303Z95250	95250
1849	scaffold1849,263258,f1308z94865k6a0.16m10_f1549Z94984k9a0.11m10_f1553z73409	263278
1850	scaffold1850,94752,f1310Z94752	94752
1851	scaffold1851,94459,f1312Z94459	94459
1852	scaffold1852,94319,f1686Z94319	94319
1853	scaffold1853,94269,f1315Z94269	94269
1854	scaffold1854,94103,f1316Z94103	94103
1855	scaffold1855,93626,f1319Z93626	93626
1856	scaffold1856,93525,f1794Z93525	93525
1857	scaffold1857,93286,f1322Z93286	93286
1858	scaffold1858,93282,f1321Z93282	93282
1859	scaffold1859,93080,f1325Z93080	93080
1860	scaffold1860,93075,f1326Z93075	93075
1861	scaffold1861,92898,f1327Z92898	92898
1862	scaffold1862,92859,f1328Z92859	92859
1863	scaffold1863,92472,f1331Z92472	92472
1864	scaffold1864,92215,f1341Z92215	92215
1865	scaffold1865,92214,f1340Z92214	92214
1866	scaffold1866,91838,f1345Z91838	91838
1867	scaffold1867,91814,f1344Z91814	91814
1868	scaffold1868,91731,f1346Z91731	91731
1869	scaffold1869,91579,f1348Z91579	91579
1870	scaffold1870,91452,f1350Z91452	91452
1871	scaffold1871,91107,f1304Z91107	91107
1872	scaffold1872,91068,f1672Z91068	91068
1873	scaffold1873,90953,f1765Z90953	90953
1874	scaffold1874,90698,f1353Z90698	90698
1875	scaffold1875,90151,f1360Z90151	90151
1876	scaffold1876,90133,f1362Z90133	90133
1877	scaffold1877,89988,f1363Z89988	89988
1878	scaffold1878,178569,f1365Z89912k5a0.2m10_r1374z88657	178579
1879	scaffold1879,89697,f1713Z89697	89697
1880	scaffold1880,131661,f1368Z89196k11a0.09m10_r1909z42465	131671
1881	scaffold1881,88936,f1370Z88936	88936
1882	scaffold1882,88681,f1375Z88681	88681
1883	scaffold1883,88434,f1712Z88434	88434
1884	scaffold1884,88187,f1379Z88187	88187
1885	scaffold1885,88080,f1769Z88080	88080
1886	scaffold1886,88069,f1381Z88069	88069
1887	scaffold1887,87501,f1383Z87501	87501
1888	scaffold1888,87439,f1384Z87439	87439
1889	scaffold1889,87342,f1386Z87342	87342
1890	scaffold1890,87162,f1388Z87162	87162
1891	scaffold1891,86939,f1390Z86939	86939
1892	scaffold1892,86520,f1396Z86520	86520
1893	scaffold1893,86359,f1397Z86359	86359
1894	scaffold1894,86336,f1398Z86336	86336
1895	scaffold1895,86304,f1654Z86304	86304
1896	scaffold1896,86241,f1400Z86241	86241
1897	scaffold1897,86202,f1401Z86202	86202
1898	scaffold1898,86028,f1813Z86028	86028
1899	scaffold1899,85886,f1406Z85886	85886
1900	scaffold1900,85839,f1407Z85839	85839
1901	scaffold1901,85693,f1408Z85693	85693
1902	scaffold1902,84995,f1416Z84995	84995
1903	scaffold1903,84978,f1417Z84978	84978
1904	scaffold1904,84818,f1885Z84818	84818
1905	scaffold1905,84617,f1420Z84617	84617
1906	scaffold1906,84331,f1422Z84331	84331
1907	scaffold1907,84203,f1426Z84203	84203
1908	scaffold1908,84197,f1730Z84197	84197
1909	scaffold1909,84167,f1424Z84167	84167
1910	scaffold1910,139721,r1761z55852k8a0.12m10_f1429Z83869	139731
1911	scaffold1911,83696,f1430Z83696	83696
1912	scaffold1912,83325,f1432Z83325	83325
1913	scaffold1913,83276,f1431Z83276	83276
1914	scaffold1914,129808,f1434Z83132k16a0.12m10_f2089z46676	129818
1915	scaffold1915,83044,f1861Z83044	83044
1916	scaffold1916,82914,f1889Z82914	82914
1917	scaffold1917,82908,f1435Z82908	82908
1918	scaffold1918,114064,f2050z31295k7a0.14m10_f1650Z82769	114074
1919	scaffold1919,82223,f1442Z82223	82223
1920	scaffold1920,82150,f1445Z82150	82150
1921	scaffold1921,82086,f1443Z82086	82086
1922	scaffold1922,82066,f1444Z82066	82066
1923	scaffold1923,82041,f1446Z82041	82041
1924	scaffold1924,82036,f1932Z82036	82036
1925	scaffold1925,81590,f1449Z81590	81590
1926	scaffold1926,81436,f1451Z81436	81436
1927	scaffold1927,81411,f1453Z81411	81411
1928	scaffold1928,81360,f1897Z81360	81360
1929	scaffold1929,81292,f1454Z81292	81292
1930	scaffold1930,147089,f1457Z81076k16a0.12m10_r1890z66013	147099
1931	scaffold1931,81032,f1458Z81032	81032
1932	scaffold1932,81003,f1910Z81003	81003
1933	scaffold1933,80792,f1461Z80792	80792
1934	scaffold1934,80708,f1462Z80708	80708
1935	scaffold1935,80444,f1465Z80444	80444
1936	scaffold1936,80314,f1468Z80314	80314
1937	scaffold1937,80084,f1472Z80084	80084
1938	scaffold1938,136633,f1747z56613k9a0.22m10_f1475Z80020	136643
1939	scaffold1939,79943,f1473Z79943	79943
1940	scaffold1940,79842,f1478Z79842	79842
1941	scaffold1941,79642,f1479Z79642	79642
1942	scaffold1942,79579,f1480Z79579	79579
1943	scaffold1943,147713,f2044z68248k12a0.08m10_f2022Z79465	147723
1944	scaffold1944,79288,f1483Z79288	79288
1945	scaffold1945,79281,f1484Z79281	79281
1946	scaffold1946,79031,f1485Z79031	79031
1947	scaffold1947,146723,f1486Z78911k7a0.28m10_r1616z67812	146733
1948	scaffold1948,78895,f1935Z78895	78895
1949	scaffold1949,78809,f1879Z78809	78809
1950	scaffold1950,78124,f1490Z78124	78124
1951	scaffold1951,78014,f1492Z78014	78014
1952	scaffold1952,77994,f1491Z77994	77994
1953	scaffold1953,77910,f1494Z77910	77910
1954	scaffold1954,77580,f1728Z77580	77580
1955	scaffold1955,77337,f1501Z77337	77337
1956	scaffold1956,77152,f1504Z77152	77152
1957	scaffold1957,77098,f1506Z77098	77098
1958	scaffold1958,76780,f1509Z76780	76780
1959	scaffold1959,100147,f2217z23642k5a0.2m10_f1724Z76505	100157
1960	scaffold1960,76360,f1510Z76360	76360
1961	scaffold1961,76178,f1512Z76178	76178
1962	scaffold1962,76161,f1514Z76161	76161
1963	scaffold1963,76031,f1515Z76031	76031
1964	scaffold1964,76015,f1929Z76015	76015
1965	scaffold1965,75974,f1516Z75974	75974
1966	scaffold1966,75972,f1517Z75972	75972
1967	scaffold1967,75797,f1518Z75797	75797
1968	scaffold1968,75482,f1872Z75482	75482
1969	scaffold1969,75328,f1524Z75328	75328
1970	scaffold1970,75189,f1526Z75189	75189
1971	scaffold1971,75043,f1525Z75043	75043
1972	scaffold1972,74931,f1822Z74931	74931
1973	scaffold1973,74815,f1532Z74815	74815
1974	scaffold1974,74773,f1533Z74773	74773
1975	scaffold1975,74667,f1534Z74667	74667
1976	scaffold1976,74485,f1539Z74485	74485
1977	scaffold1977,74427,f1538Z74427	74427
1978	scaffold1978,74164,f1540Z74164	74164
1979	scaffold1979,73933,f1545Z73933	73933
1980	scaffold1980,73859,f1547Z73859	73859
1981	scaffold1981,73432,f1551Z73432	73432
1982	scaffold1982,73380,f1550Z73380	73380
1983	scaffold1983,73203,f1554Z73203	73203
1984	scaffold1984,73130,f1790Z73130	73130
1985	scaffold1985,73130,f1555Z73130	73130
1986	scaffold1986,73040,f1556Z73040	73040
1987	scaffold1987,72758,f1559Z72758	72758
1988	scaffold1988,72572,f1561Z72572	72572
1989	scaffold1989,72453,f1562Z72453	72453
1990	scaffold1990,72301,f1563Z72301	72301
1991	scaffold1991,72249,f1564Z72249	72249
1992	scaffold1992,72150,f1972Z72150	72150
1993	scaffold1993,72149,f1566Z72149	72149
1994	scaffold1994,72087,f1944Z72087	72087
1995	scaffold1995,71972,f1567Z71972	71972
1996	scaffold1996,71799,f1573Z71799	71799
1997	scaffold1997,71780,f1574Z71780	71780
1998	scaffold1998,71580,f1577Z71580	71580
1999	scaffold1999,106252,f1578Z71497k10a0.2m10_r2007z34755	106262
2000	scaffold2000,71215,f1579Z71215	71215
2001	scaffold2001,71163,f1580Z71163	71163
2002	scaffold2002,70933,f1977Z70933	70933
2003	scaffold2003,70639,f1584Z70639	70639
2004	scaffold2004,70561,f1582Z70561	70561
2005	scaffold2005,70415,f1585Z70415	70415
2006	scaffold2006,70311,f1588Z70311	70311
2007	scaffold2007,70258,f1587Z70258	70258
2008	scaffold2008,70006,f1590Z70006	70006
2009	scaffold2009,69982,f1592Z69982	69982
2010	scaffold2010,69422,f1597Z69422	69422
2011	scaffold2011,69361,f1599Z69361	69361
2012	scaffold2012,69225,f1601Z69225	69225
2013	scaffold2013,69105,f1602Z69105	69105
2014	scaffold2014,68985,f1603Z68985	68985
2015	scaffold2015,68833,f1604Z68833	68833
2016	scaffold2016,68819,f1605Z68819	68819
2017	scaffold2017,68747,f1606Z68747	68747
2018	scaffold2018,68626,f1609Z68626	68626
2019	scaffold2019,68605,f1607Z68605	68605
2020	scaffold2020,68568,f1860Z68568	68568
2021	scaffold2021,68110,f1613Z68110	68110
2022	scaffold2022,67996,f1612Z67996	67996
2023	scaffold2023,67865,f1615Z67865	67865
2024	scaffold2024,67785,f1614Z67785	67785
2025	scaffold2025,67744,f1946Z67744	67744
2026	scaffold2026,67567,f1617Z67567	67567
2027	scaffold2027,67425,f1620Z67425	67425
2028	scaffold2028,67395,f1621Z67395	67395
2029	scaffold2029,67281,f1618Z67281	67281
2030	scaffold2030,67162,f1622Z67162	67162
2031	scaffold2031,66941,f1623Z66941	66941
2032	scaffold2032,66913,f1624Z66913	66913
2033	scaffold2033,66404,f2043Z66404	66404
2034	scaffold2034,123975,f1625Z66359k24a0.08m10_r1735z57616	123985
2035	scaffold2035,66052,f1628Z66052	66052
2036	scaffold2036,66036,f1629Z66036	66036
2037	scaffold2037,65788,f1631Z65788	65788
2038	scaffold2038,65584,f1635Z65584	65584
2039	scaffold2039,65015,f1641Z65015	65015
2040	scaffold2040,64905,f1642Z64905	64905
2041	scaffold2041,64860,f1643Z64860	64860
2042	scaffold2042,64641,f1646Z64641	64641
2043	scaffold2043,64478,f1647Z64478	64478
2044	scaffold2044,64318,f1649Z64318	64318
2045	scaffold2045,64213,f1651Z64213	64213
2046	scaffold2046,63895,f1655Z63895	63895
2047	scaffold2047,63753,f1826Z63753	63753
2048	scaffold2048,63712,f2095Z63712	63712
2049	scaffold2049,63087,f1663Z63087	63087
2050	scaffold2050,63083,f1665Z63083	63083
2051	scaffold2051,63051,f1664Z63051	63051
2052	scaffold2052,62813,f1668Z62813	62813
2053	scaffold2053,62675,f1669Z62675	62675
2054	scaffold2054,62619,f1670Z62619	62619
2055	scaffold2055,62499,f1671Z62499	62499
2056	scaffold2056,62243,f1673Z62243	62243
2057	scaffold2057,62016,f1674Z62016	62016
2058	scaffold2058,61976,f1675Z61976	61976
2059	scaffold2059,61908,f1676Z61908	61908
2060	scaffold2060,61907,f1677Z61907	61907
2061	scaffold2061,61630,f1679Z61630	61630
2062	scaffold2062,61506,f1682Z61506	61506
2063	scaffold2063,61464,f1684Z61464	61464
